Sys_ID,Name,latitude,longitude,in_legal_delta_boundary
CA2701503,MESA DEL TORO MWC,36.5215112838388,-121.69507295585468,FALSE
CA2701515,MOSS LANDING HARBOR WS,36.80071481770719,-121.78634914781384,FALSE
CA2701553,POND-DEROSA OAKS WC,36.818379666257776,-121.66816028701403,FALSE
CA2701570,LOS CARNEROS MWA,36.8676913911938,-121.6500351326327,FALSE
CA2701589,SUNNY ACRES MWS,36.59574968329561,-121.45441501930966,FALSE
CA2701633,PARADISE RD WS #21,36.8160848892811,-121.70226822676355,FALSE
CA2701647,GREEN ACRES WA,36.79595338378933,-121.73230742232937,FALSE
CA2701658,ARROYO CENTER WC,36.23297030114735,-121.47316009075224,FALSE
CA2701670,LANGLEY/VALLE PACIFICO WS,36.81842170827485,-121.65675189487933,FALSE
CA2701676,SAN LUCAS WD,36.130332874539036,-121.02207866322458,FALSE
CA2701687,VALLEY OAKS MHP WS,35.94191185305771,-121.08447368028482,FALSE
CA2701701,BRADLEY-LOCKWOOD RD WS,35.918773996762575,-121.05091527105112,FALSE
CA2701705,TASSAJARA SPRINGS WS,36.23350155826872,-121.55081061377896,FALSE
CA2701731,BRANDON CREEK MWS,36.38746572036199,-121.86601773330592,FALSE
CA2701740,BLUFFS WS,36.63956179849012,-121.70691117407443,FALSE
CA2701742,CALIFORNIA ORCHARD WS,36.26483007818796,-121.18503378103456,FALSE
CA2701789,HOLLY HILLS MWC,36.79463420522921,-121.63862096215504,FALSE
CA2701800,TULARCITOS MWC,36.425366475370815,-121.67265827232433,FALSE
CA2701820,CORDA RD WS,36.51792513895014,-121.4601043356888,FALSE
CA2701822,ROBLEY PROPERTY MWS,36.55789335637682,-121.74330687978623,FALSE
CA2701888,CACHAGUA MUTUAL WATER SYSTEM # 4,36.388051056871866,-121.6060024535481,FALSE
CA2701897,BERRY DR WS #02,36.590808654494516,-121.63614825138555,FALSE
CA2701898,CLEAR RIDGE WA,36.25304898404844,-121.81408498437126,FALSE
CA2701904,SAN JERARDO WS,36.64268250109564,-121.53682516031384,FALSE
CA2701918,LOMAS DEL SOL MWS,36.90558475228001,-121.66333421884623,FALSE
CA2701926,MORO RD WS #09,36.806018231318326,-121.65835472685579,FALSE
CA2701929,COUNTRY MEADOWS CHURCH WS,36.76626141623819,-121.65794734173075,FALSE
CA2701956,PIONEER PLACE MWS,36.86641404921416,-121.64227257086664,FALSE
CA2701959,TIERRA VISTA MWC,36.51614812467395,-121.80327862881549,FALSE
CA2702003,VIERRA MEADOWS MWC,36.79805123497015,-121.6546724869817,FALSE
CA2702004,RALPH LANE WS,36.75932594156397,-121.66529046524799,FALSE
CA2702007,VIERRA ESTATES WS,36.80869405802474,-121.63021688038728,FALSE
CA2702026,APRICOT LN WS,36.85407966546016,-121.68913133343109,FALSE
CA2702055,VIERRA KNOLLS MWC,36.79579359565729,-121.65942622820158,FALSE
CA2702073,SAN MIGUEL WATER SYSTEM # 22,36.814125560896365,-121.66884839639901,FALSE
CA2702094,BLACKIE RD WS #18,36.76868531778254,-121.6814826888639,FALSE
CA2702110,DELANY WC,36.883942861275614,-121.7049600578849,FALSE
CA2702135,FOOTHILL WA,36.5585483145205,-121.56872026866357,FALSE
CA2702140,WOODSIDE WA,36.542143270242725,-121.7450905377801,FALSE
CA2702148,ASOLEADO MWC,36.40978577595471,-121.63905498643074,FALSE
CA2702180,GRAVES SCHOOL WS,36.69653678175346,-121.7010333335326,FALSE
CA2702198,FOOTHILL ESTATES WS,36.669549601064205,-121.55012289357222,FALSE
CA2702256,NORTH SHORE ESTATES WS,35.90225297118933,-120.99052463981624,FALSE
CA2702268,NEW CAMALDOLI HERMITAGE WS,36.03224778898712,-121.53540672392494,FALSE
CA2702299,POST RANCH INN WS,36.23119121670964,-121.77051898449996,FALSE
CA2702317,MISSION SCHOOL WS,36.39059800144638,-121.36451330713031,FALSE
CA2702322,CAPTAIN COOPER SCHOOL WS,36.274292230121645,-121.8129547853556,FALSE
CA2702325,FERNWOOD WS,36.260753049876946,-121.79338978131649,FALSE
CA2702328,VENTANA BIG SUR INN WS,36.23038134642742,-121.7594979740534,FALSE
CA2702374,COUNTRYSIDE ESTATES MWC,36.79577569032011,-121.66812400544302,FALSE
CA2702388,ROYAL OAK PLACE WATER SYS,36.83321120830382,-121.67370869136244,FALSE
CA2702405,JENSEN MHP WS,36.39852249083657,-121.65283312029051,FALSE
CA2702409,EL CAMINO WC INC,36.61581341565601,-121.56641261209079,FALSE
CA2702439,WOODLAND HEIGHTS MWC,36.790762399456966,-121.6354241190536,FALSE
CA2702466,SAN VINCENTE MWC,36.40763125842547,-121.25928363402865,FALSE
CA2702490,CENTRAL BAY HIGH SCHOOL WS,36.77543840424657,-121.66815970349609,FALSE
CA2702520,ARROYO SECO ESTATES MWS,36.28506694970434,-121.32355324822804,FALSE
CA2702554,HIDDEN CANYON RANCH MWC,36.78948779566708,-121.61755147089441,FALSE
CA2702608,THIMIO MUTUAL WATER CO.,36.827041856051395,-121.67873740108736,FALSE
CA2701906,LAKESIDE ANTONIO MH WS,35.9050232211443,-120.9922423895455,FALSE
CA0103040,NORRIS CANYON PROPERTY OWNERS ASSN,37.73436359162761,-122.02730339474579,FALSE
CA0103041,TRAILER HAVEN MOBILE HOME PARK,37.715083094480725,-122.14691572570793,FALSE
CA0105008,CASTLEWOOD DOMESTIC WATER SYSTEM,37.3688482967121,-121.91303060833943,FALSE
CA0110001,ALAMEDA COUNTY WATER DISTRICT,37.5346919836085,-122.01676114284786,FALSE
CA0110003,CALIFORNIA WATER SERVICE - LIVERMORE,37.67553435672909,-121.7543448630998,FALSE
CA0110005,EAST BAY MUD,37.84654282749658,-122.19321073052568,FALSE
CA0110006,CITY OF HAYWARD,37.64499035416934,-122.07875566363772,FALSE
CA0110008,CITY OF PLEASANTON,37.662710968123186,-121.88640971091998,FALSE
CA0110009,DUBLIN SAN RAMON SERVICES DISTRICT,37.73178120258632,-121.90027719036823,FALSE
CA0110011,CITY OF LIVERMORE,37.70680836563056,-121.75550698617434,FALSE
CA0110012,TOWN OF SUNOL-SFPUC,37.600178722504225,-121.88787540963799,FALSE
CA0110016,ALAMEDA POINT,37.784264517548266,-122.31071379413997,FALSE
CA0202503,WOODFORDS MUTUAL WATER COMPANY,38.77383433246672,-119.8173131425519,FALSE
CA0202504,MARKLEEVILLE WATER CO.,38.68936580923506,-119.79696247132642,FALSE
CA0202522,SIERRA PINES MOBILE HOME PARK,39.21212317012904,-121.08005522472776,FALSE
CA0210001,LAKE ALPINE WATER COMPANY,38.46644094305914,-120.04240785479284,FALSE
CA0210002,KIRKWOOD MEADOWS PUBLIC UTILITY DISTRICT,38.692588364139944,-120.0719840234959,FALSE
CA0300010,DRYTOWN COUNTY WATER DISTRICT,38.4391892298504,-120.8629567000668,FALSE
CA0300011,SUTTER PINES MHP,38.360145231288804,-120.74966869687493,FALSE
CA0300016,VOLCANO COMMUNITY SERVICE DIST,38.444403597004104,-120.6279547007942,FALSE
CA0300019,FIDDLETOWN COMMUNITY SERVICE,38.50399466598923,-120.76109839669057,FALSE
CA0300024,TABEAU MOBILE HOME PARK,38.40707564001576,-120.6468497227649,FALSE
CA0300037,JACKSON VALLEY IRRIGATION DISTRICT,38.302899154458494,-120.89168108524886,FALSE
CA0300053,RANCHO DEL ORO,38.48107528838688,-120.85902827484462,FALSE
CA0300062,HOPE FOUNDATION/MORIAH HEIGHTS,38.47968788523817,-121.01167091672141,FALSE
CA0300078,IONE BAND OF MIWOK INDIANS,38.31183433225441,-120.97326040937611,FALSE
CA0310001,CITY OF JACKSON,38.35096954338197,-120.77712583624121,FALSE
CA0310002,"AWA, IONE",38.38135394299427,-120.96392575057875,FALSE
CA0310003,"AWA, TANNER",38.37990063468948,-120.76586533696178,FALSE
CA0310004,"PLYMOUTH, CITY OF",38.47834227469687,-120.84452333521737,FALSE
CA0310005,PINE GROVE COMM SERV DIST,38.40738484361444,-120.66063483596818,FALSE
CA0310006,RIVER PINES PUD,38.54580206728606,-120.74273391747025,FALSE
CA0310008,CAMANCHE NORTH SHORE INC.,38.23622152051377,-120.9448135951855,FALSE
CA0310011,FIRST MACE MEADOW # 1,38.4582604530339,-120.5370313504646,FALSE
CA0310012,AWA BUCKHORN PLANT,38.42391139250647,-120.586817261985,FALSE
CA0310018,FIRST MACE MEADOWS UNIT NO. 2,38.44709427218077,-120.53920533084172,FALSE
CA0310019,AWA LA MEL HEIGHTS #3,38.46272630167125,-120.66076122647495,FALSE
CA0310021,AWA - CAMANCHE VILLAGE,38.260701821987695,-120.97731840192597,FALSE
CA0400001,YOUTH WITH A MISSION-SPRINGS OF LIVING W,39.83974277244388,-121.77835375277542,FALSE
CA0400003,HARTLEY MUTUAL WATER SYSTEM,39.87215584292522,-121.6821143784296,FALSE
CA0400004,FOREST RANCH MUTUAL WATER SYSTEM,39.869637377934836,-121.68139847185208,FALSE
CA0400007,BUTTE CREEK ESTATES MUTUAL WATER CO,39.68336362592356,-121.77419243679498,FALSE
CA0400008,GRAN MUTUAL WATER CO,39.70555003740389,-121.74557459699496,FALSE
CA0400012,FARM LABOR HOUSING,39.363188812656425,-121.64758589875899,FALSE
CA0400013,MERRY MOUNTAIN MUTUAL,39.53518728567116,-121.16451839432392,FALSE
CA0400014,LAKE MADRONE WATER DISTRICT,39.64865481860112,-121.40372649144996,FALSE
CA0400016,BERRY CREEK COMMUNITY SERVICE DIST,39.638381326092784,-121.38906195525665,FALSE
CA0400019,OROVILLE MOBILE HOME PARK,39.471106850268185,-121.57809593194419,FALSE
CA0400020,PLEASANT GROVE MHP,39.44314976823421,-121.55309734981998,FALSE
CA0400021,ROBINSON'S CORNER MHP,39.36534791654206,-121.60972640906661,FALSE
CA0400023,GOLDEN OAKS MOBILE ESTATES,39.42555483531845,-121.60663242096561,FALSE
CA0400026,MEADOWBROOK OAKS,39.641491603261905,-121.59197001141155,FALSE
CA0400027,FOOTHILL SOLAR COMPANY,39.65997904787628,-121.62780921062786,FALSE
CA0400030,GOLDEN FEATHER MHP,39.49669383938069,-121.58128305651314,FALSE
CA0400040,ALMOND GROVE MOBILE PARK,39.76457321889811,-121.85763266358991,FALSE
CA0400042,FOREST VILLAGE LLC,39.875431764336675,-121.67590126235852,FALSE
CA0400051,DINGERVILLE USA PARK,39.44205682951274,-121.60470895005874,FALSE
CA0400078,FOREST KNOLLS MUTUAL WATER CO,39.86916279183708,-121.67091399001724,FALSE
CA0400090,MOUNTAIN VILLAGE HOMEOWNER'S ASSOC,39.87547371633338,-121.67928026362769,FALSE
CA0400091,DEL ORO WATER COMPANY - BUZZTAIL DIST.,39.78063865312655,-121.68722263771973,FALSE
CA0400123,HUMBOLDT HIGHLANDS MUTUAL,39.849297172938364,-121.68774013329133,FALSE
CA0400149,HUMBOLDT WOODLANDS MUTUAL,39.85377368097203,-121.69513673104568,FALSE
CA0400151,KEEFER CREEK ESTATES,39.81111929136655,-121.8843967225199,FALSE
CA0400155,BIGGERS GLEN MUTUAL WATER CO,40.083403026507945,-121.5412889516742,FALSE
CA0405001,DEL ORO WATER CO.-LIME SADDLE MARINA,39.6850875600227,-121.56214300488301,FALSE
CA0409181,BLUE OAK TERRACE MUTUAL,39.7350114380089,-121.66477209638178,FALSE
CA0409183,SIERRA MOON WATER COMPANY,39.80247918523339,-121.8796205013289,FALSE
CA0410001,CITY OF BIGGS,39.41321047678811,-121.71037714892682,FALSE
CA0410002,CAL-WATER SERVICE CO.-CHICO,39.74341754802213,-121.83255139773604,FALSE
CA0410003,DURHAM IRRIGATION DISTRICT,39.646123691622314,-121.80354745630248,FALSE
CA0410004,CITY OF GRIDLEY,39.3623020824745,-121.69727012784858,FALSE
CA0410005,CAL-WATER SERVICE CO.-OROVILLE,39.497901600212835,-121.55891084317363,FALSE
CA0410006,SFWP-MINERS RANCH,39.48809959537998,-121.50561704041775,FALSE
CA0410007,PARADISE IRRIGATION DISTRICT,39.75633673102638,-121.60667234830991,FALSE
CA0410008,0410008-THERMALITO WATER & SEWER DIST,39.542885905271675,-121.59061361729887,FALSE
CA0410009,DEL ORO WATER CO.-MAGALIA,39.80532986871746,-121.58093220561356,FALSE
CA0410011,DEL ORO WATER CO.-PARADISE PINES,39.814838930911456,-121.60034074681747,FALSE
CA0410012,SFWP-BANGOR,39.38957269686732,-121.40100765437667,FALSE
CA0410018,DEL ORO WATER CO.-STIRLING BLUFFS,39.907252871490634,-121.53026066769833,FALSE
CA0500019,MINERAL MOUNTAIN MUTUAL WATER,38.1915390013409,-120.4443517385082,FALSE
CA0500027,LILI VALLEY WATER CO.,38.44241930271607,-120.42898258221881,FALSE
CA0500068,DUNROVIN MOBILE HOME VILLAGE,38.386196174436996,-120.5399752339494,FALSE
CA0500075,LAKESIDE MOBILE ESTATES,38.31119901564689,-120.50729885444115,FALSE
CA0500091,RITE OF PASSAGE/SIERRA RIDGE,38.172331422020726,-120.53709222518538,FALSE
CA0510001,UNION PUBLIC UTILITY DISTRICT,38.14167862116965,-120.44313250932834,FALSE
CA0510002,CALAVERAS PUD,38.26120307257267,-120.68829114135296,FALSE
CA0510003,"ANGELS, CITY OF",38.07376204992,-120.55325636215395,FALSE
CA0510004,CCWD - SHEEP RANCH,38.17541048664576,-120.45609125735939,FALSE
CA0510005,CCWD - WEST POINT,38.404185885219206,-120.53780907031339,FALSE
CA0510006,CCWD - JENNY LIND,38.15474911053453,-120.83831418742423,FALSE
CA0510009,BLUE LAKE SPRINGS MUT WTR,38.25185581713379,-120.33219835727164,FALSE
CA0510010,VALLEY SPRINGS PUD,38.19255840176174,-120.82862770774105,FALSE
CA0510011,SNOWSHOE SPRINGS ASSN.,38.295919435910434,-120.27332963841722,FALSE
CA0510012,CAMANCHE SOUTH SHORE-EBMUD,38.22167691185913,-120.9240116553586,FALSE
CA0510016,CCWD - EBBETTS PASS,38.25552726739305,-120.35011194208431,FALSE
CA0510017,CCWD - COPPER COVE,37.929093732330934,-120.62924142380214,FALSE
CA0510019,CCWD - WALLACE,38.19720973165054,-120.95831831928939,FALSE
CA0600005,COLUSA CO. SERVICE AREA #2-STONYFORD,39.37005512411669,-122.54676657576425,FALSE
CA0600008,COLUSA CO. WWD #1 - GRIMES,39.0721605414888,-121.896148218071,FALSE
CA0600012,COLUSA CO. SERVICE AREA #1-CENTURY RANCH,39.21195656154634,-122.01908723629582,FALSE
CA0600013,COLUSA CO. WWD #2 - PRINCETON,39.40339621703393,-122.01179182916857,FALSE
CA0605011,DEL ORO WC - ARBUCKLE DISTRICT,39.003525097019924,-122.05873221673191,FALSE
CA0610001,ARBUCKLE PUBLIC UTILITY DISTRICT,39.01720661926794,-122.05932368733808,FALSE
CA0610002,CITY OF COLUSA,39.20618127325123,-122.01006728373481,FALSE
CA0610003,MAXWELL PUBLIC UTILITY DISTRICT,39.27427113570198,-122.19216783173962,FALSE
CA0610004,CITY OF WILLIAMS,39.1545635213657,-122.14710480508458,FALSE
CA0706004,OAKLEY MUTUAL WATER COMPANY,37.99023956106772,-121.62439306748846,TRUE
CA0706005,FARRAR PARK PROPERTY OWNERS,38.01401216132089,-121.63848057567186,TRUE
CA0707501,ANGLER S RANCH #3,38.02212081883791,-121.65689776884277,TRUE
CA0707507,WILLOW PARK MARINA,38.00828958001026,-121.63098930474187,TRUE
CA0707517,COLONIA SANTA MARIA,37.902273814243024,-121.68956675756904,TRUE
CA0707519,DUTCH SLOUGH WATER WORKS,38.01174955722524,-121.65257755737018,TRUE
CA0707523,FLAMINGO MOBILE MANOR,38.01958176981707,-121.61400358194285,TRUE
CA0707545,ORWOOD RESORT,37.938732393952705,-121.61183524577478,TRUE
CA0707547,KNIGHTSEN COMMUNITY WATER SYSTEM,37.97578562264926,-121.66536231949613,TRUE
CA0707553,RIVERVIEW MOBILE HOMES,38.027410063403686,-121.92052525647338,TRUE
CA0707556,SANDMOUND MUTUAL,38.0115074520136,-121.63258736496579,TRUE
CA0707569,ANGLERS SUBDIVISION 4,38.01780265981408,-121.64949276293623,TRUE
CA0707572,BETHEL ISLAND MUTUAL WATER CO,38.01458439367155,-121.63928213491037,TRUE
CA0707573,DELTA MUTUAL WATER COMPANY,37.99985162923779,-121.6279775718901,TRUE
CA0707575,FRANKS MARINA,38.02121370432663,-121.60962687651384,TRUE
CA0707576,PLEASANTIMES MUTUAL WATER CO,38.021119673498845,-121.61422658573987,TRUE
CA0707577,RIVERVIEW WATER ASSOCIATION,38.036365542979425,-121.62570999013525,TRUE
CA0707585,MORAGA HEIGHTS MUTUAL WATER,37.833155602875784,-122.16469077684403,FALSE
CA0707588,BIG OAK MOBILE HOME PARK WATER,37.99155514126242,-121.69944826112602,TRUE
CA0707589,BELLA VISTA WATER SYS,38.02752685715277,-121.92173176326325,TRUE
CA0707594,CASA MEDANOS WATER SYSTEM,38.01214420343417,-121.85084734259853,TRUE
CA0707597,SANDY POINT MOBILE HOME PARK,38.00619007018291,-121.62928800035053,TRUE
CA0707598,CAMINO MOBILEHOME,37.873994093653586,-121.64295290926495,TRUE
CA0707601,RUSSOS MOBILE PARK,38.032658009090305,-121.62129249496157,TRUE
CA0707603,CLAYTON PALMS WATER,37.89411981605445,-121.79331958597842,FALSE
CA0707608,MARINA MOBILE MANOR,38.00997287459524,-121.6355696499242,TRUE
CA0707613,WILLOW MOBILE HOME PARK,38.038086574635486,-121.62981512599676,TRUE
CA0707615,DOUBLETREE RANCH WATER SYSTEM,37.77101684553109,-121.78457678822285,FALSE
CA0707623,WILCOX STATION RANCH,37.82661122054392,-122.16009309527988,FALSE
CA0710001,CITY OF ANTIOCH,37.979861922882414,-121.79682371171064,TRUE
CA0710002,GOLDEN STATE WATER COMPANY - BAY POINT,38.0290262493109,-121.95831228711083,TRUE
CA0710003,CONTRA COSTA WATER DISTRICT,37.937313886542206,-121.9141980532085,TRUE
CA0710004,BRENTWOOD,37.935752675609606,-121.7188756224864,TRUE
CA0710006,CITY OF MARTINEZ,37.996103172052386,-122.12182682491668,FALSE
CA0710007,DIABLO WATER DISTRICT,37.9929580934489,-121.69550226943699,TRUE
CA0710008,CITY OF PITTSBURG,38.018977953336076,-121.89682605403075,TRUE
CA0710009,TOWN OF DISCOVERY BAY,37.9071196184701,-121.60670185486677,TRUE
CA0800526,REDWOOD PARK C.S.D.,41.572927064908185,-124.06997639905633,FALSE
CA0800532,BIG ROCK C.S.D.,41.794159762489855,-124.07276461646374,FALSE
CA0800548,KLAMATH C.S.D.,41.53022481400547,-124.04149915687243,FALSE
CA0800552,NORTHCREST TRAILER CITY,41.78102565320429,-124.19984538209604,FALSE
CA0800555,GASQUET C.S.D.,41.846834019322294,-123.97345888675008,FALSE
CA0800556,HRC C.S.D.,41.83016894089012,-124.10018524994759,FALSE
CA0800557,HUNTER VALLEY CSD,41.57500505173262,-124.04634928941007,FALSE
CA0800603,BUTTE COURT MOBILE HOME PARK,41.765804942461116,-124.20607921005389,FALSE
CA0800605,WEST PARK PROPERTIES,41.78117384839019,-124.196639756765,FALSE
CA0800700,LAS PALMAS MOBILE HOME PARK,41.77787048106004,-124.19626084956133,FALSE
CA0800800,PINE GROVE TRAILER PARK,41.785623147341795,-124.1978838107351,FALSE
CA0800825,JED SMITH HOMEOWNERS ASSN.,41.84133398687698,-124.10491376377006,FALSE
CA0810001,CITY OF CRESCENT CITY,41.791942489911364,-124.17950606520772,FALSE
CA0810002,SMITH RIVER C.S.D.,41.95175512709228,-124.17731326715048,FALSE
CA0810003,BERTSCH OCEAN VIEW CSD,41.75369025362546,-124.16223935113014,FALSE
CA0900102,GOLD BEACH PARK,38.56301943164609,-120.84559169632348,FALSE
CA0900112,CANDLELIGHT VILLAGE MUTUAL WATER CO.,38.60213408003035,-120.72104336590658,FALSE
CA0900300,KYBURZ MUTUAL WATER SYSTEM,38.77389609743457,-120.29588226107039,FALSE
CA0900308,QUINTETTE SERVICE CORP WATER,38.917047000278345,-120.686732590348,FALSE
CA0900404,"OAKLANE MOBILE VILLAGE, LLC.",38.66492805313006,-120.9466156768327,FALSE
CA0900422,CRYSTAL CAVES MHP,38.59151074230245,-120.65828856520953,FALSE
CA0901217,BEAR STATE WATER WORKS,38.96992651955555,-120.71885830167956,FALSE
CA0910001,EL DORADO ID - MAIN,38.711801712181234,-120.818580313062,FALSE
CA0910002,SOUTH TAHOE PUD - MAIN,38.90413017027035,-120.00168093742325,FALSE
CA0910003,"PLACERVILLE, CITY OF - MAIN",38.729543292020175,-120.7918776508915,FALSE
CA0910006,GRIZZLY FLATS COMMUNITY SERVIC,38.63594846514949,-120.53486794639284,FALSE
CA0910007,LUKINS BROTHERS WATER COMPANY,38.921556393081744,-120.01058060206607,FALSE
CA0910012,TAHOE CITY PUD - RUBICON,39.01869580434249,-120.11936425681438,FALSE
CA0910013,GEORGETOWN DIVIDE PUD,38.87719135467284,-120.90970882553225,FALSE
CA0910015,TAHOE KEYS WATER COMPANY,38.93353426797233,-120.0056005726625,FALSE
CA0910017,EL DORADO ID - STRAWBERRY,38.79815502643018,-120.145279099514,FALSE
CA0910018,EL DORADO ID - OUTINGDALE,38.61619830951799,-120.73234505642739,FALSE
CA0910019,LAKESIDE PARK ASSOCIATION,38.95835521738913,-119.9466648741914,FALSE
CA1000004,BELMONT WATER CORPORATION,36.746819365592735,-119.64329990695911,FALSE
CA1000005,BIG CREEK COMMUNITY SERV DIST,37.204633383680715,-119.24907613813657,FALSE
CA1000018,EASTON ESTATES WATER COMPANY,36.650262361522884,-119.77886399146573,FALSE
